X,Y,OBJECTID,StopID,EasyGo,Street,CrossStreet,Easting,Northing,Longitude,Latitude,Municipality,CreateDate,EditDate,Status,GlobalID
543374.6912,4811549.783,4602,11421,2369,Krug St,Cambridge Ave,543374.69121595,4811549.78295671,-80.46387201,43.45559803,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:33:16+00,Active,{F5BC0AC1-E418-47C5-BA77-A03B66E4FB31}
538238.7094,4808303.1438,4603,12372,3308,Elm Ridge Dr,Queens Blvd,538238.70937524,4808303.14380073,-80.52757998,43.42664502,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:36:24+00,Active,{81801692-43BB-4395-9EEF-65BCE7836859}
545819.5923,4804713.6544,4604,10857,1824,Pioneer Dr,Old Carriage Dr,545819.59229557,4804713.6544309,-80.43422703,43.3939,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:24+00,Active,{F44C2426-009D-41F2-896F-5978797D32BB}
554850.1023,4804624.7327,4606,13709,1063,Cambridge Centre Station,Stop 1063,554850.156,4804624.873,-80.322735,43.392495,Cambridge,2016/09/15 11:54:01+00,2019/01/08 14:41:06+00,Active,{FDECAC01-3CA4-4746-862F-A7EA6D1F9558}
546038.3463,4804904.5056,4608,10750,1718,Pioneer Dr,Homer Watson Blvd,546038.3462989,4804904.50558371,-80.43150996,43.39560503,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:01+00,Active,{9C09F357-9742-4132-BBAF-43E8E3F6BD86}
537946.2948,4816612.1304,4609,13158,1212,Kraus Dr,Northfield Dr E,537946.29483605,4816612.13040045,-80.530614,43.50147446,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:39:15+00,Active,{4D3179C5-16F1-477B-AC86-D5D189A3E67F}
556349.2056,4809537.8225,4611,10247,1238,Queen St E,Renwick Ave,556349.2056,4809537.82248545,-80.3037201,43.4366186,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:20+00,Active,{8EF41A2F-6C68-4E76-B8BF-99733261238E}
539688.242,4813830.4097,4613,13230,4062,Lincoln Rd,Marshall St,539687.977,4813830.145,-80.509273,43.476335,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:39:32+00,Active,{5E062959-66D1-4EDC-A11D-8CFF6F9574AC}
545237.1306,4806416.1879,4614,10792,1760,Wabanaki Dr,Wilson Ave,545237.13059203,4806416.18788514,-80.44127798,43.40926501,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:09+00,Active,{DAA1BC92-1047-4A85-8520-3E08CD02039C}
535428.3195,4823890.4411,4618,12871,3838,Arthur St S,Scotch Line,535428.31949304,4823890.44105145,-80.56128496,43.56713186,Woolwich,2014/04/04 18:40:35+00,2019/01/08 14:38:27+00,Active,{A1A7ACD8-C4F0-4698-AE62-F75E805CB9F7}
556409.7878,4800506.7407,4619,10553,1525,Concession St,Christopher St,556409.7878,4800506.74073602,-80.30390301,43.3553,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:18+00,Active,{0EE9DE11-0B99-4886-9B71-7ED290A15D95}
543611.5036,4811762.7696,4620,11448,2396,Krug St,Sherwood Ave,543611.50361829,4811762.7696039,-80.460928,43.457502,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:33:21+00,Active,{FA7F4ABC-835A-4B02-A09E-01F6EB50E9A5}
537988.0027,4813575.1107,4621,11839,2783,University Ave W,Hemlock St,537988.00272527,4813575.11070711,-80.53031004,43.47412697,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:34:39+00,Active,{A195D861-F4D5-42B6-8D0A-84C2985B4E56}
541285.5406,4813684.2585,4622,11052,2014,Bridgeport Rd,Leander Pl,541285.54059679,4813684.25849039,-80.48953199,43.474935,Kitchener,2014/04/04 18:40:35+00,2022/07/28 11:36:16+00,Active,{E069DB6A-C553-4B3C-A5BA-FE3A2C3D8B12}
554515.8578,4805959.2457,4624,13822,1409,Hespeler Rd,605 Hespeler Rd,554516.069,4805959.457,-80.326727,43.404535,Cambridge,2017/09/25 13:07:12+00,2019/01/08 14:41:27+00,Active,{9832EB6E-FFC7-4CA9-AAFC-579B24961761}
536242.7286,4811699.6724,4625,12219,3159,Keats Way,Path to McCarron Cres,536242.72855079,4811699.67244714,-80.55201295,43.45732697,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:35:51+00,Active,{297FBCB8-CD8B-41F9-BF53-5B27CF3B0F55}
553297.0558,4804530.0718,4626,10473,1446,Fairview Rd,Bishop St N,553297.0558,4804530.07179862,-80.34191997,43.39175302,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:01+00,Active,{28FE87E9-77CA-4543-A371-D18FF49F1CBC}
538353.1534,4817029.8675,4629,10954,1920,Northfield Dr E,Wissler Rd,538353.15344823,4817029.86750135,-80.52555197,43.50521499,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:31:45+00,Active,{4E1BCFD4-0B96-4909-9CDC-E70896203CC2}
538701.1281,4806499.7109,4633,12020,2962,David Bergey Dr,Ottawa St S,538701.12807752,4806499.71088428,-80.52199498,43.41038296,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:12+00,Active,{BC648A55-5C05-49E8-9485-69E5E98FA944}
538907.6288,4806676.5949,4634,12050,2991,Ottawa St S,International Pl,538907.62875623,4806676.59488005,-80.51943195,43.41196496,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:17+00,Active,{2EB2EC5A-F327-4FBB-8867-8A400FCD7903}
541690.931,4814034.0473,4635,10979,1945,Lancaster St W,Lang Cres,541690.93103991,4814034.04729189,-80.48449303,43.478062,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:49+00,Active,{4E91E2DA-3FA7-486E-8A0A-08B750AB019A}
557589.1085,4804370.2743,4638,10364,1347,Saginaw Pky,Chamberlin Dr,557589.1085,4804370.27432493,-80.28894496,43.38999702,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:41+00,Active,{40B442B8-4601-4660-87C8-436C36BD7D83}
540356.0975,4806189.3684,4640,12953,3896,Fischer-Hallman Rd,Westmount Rd E,540356.09753627,4806189.36842787,-80.5015778,43.40750134,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:38:53+00,Active,{2A39FC0C-4A1A-4FB7-B2E4-B643A61C6540}
553759.6559,4800623.427,4641,11188,2141,Salisbury Ave,Southgate Rd,553759.65594759,4800623.42698487,-80.33659199,43.35654499,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:32:30+00,Active,{97B77458-2078-4B0F-88A3-B9657E415266}
543881.3654,4805074.171,4642,10870,1837,Old Huron Rd,Maxwell Dr,543881.36536456,4805074.17104879,-80.45812995,43.39726201,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:27+00,Active,{87926C48-423D-40BC-81FC-11BB22518877}
541693.7528,4809952.7725,4647,13007,3618,Courtland Ave E,Stirling Ave S,541693.7527932,4809952.77251401,-80.48477028,43.44131405,Kitchener,2014/04/04 18:40:35+00,2019/01/08 15:33:31+00,Active,{3DA05CFB-3681-4692-AEF9-C387B0657DED}
555233.3085,4802443.9613,4648,13414,6102,Water St N,Dundas St N,555233.406,4802443.972,-80.318223,43.37283,Cambridge,2015/01/26 14:46:48+00,2019/01/08 14:40:06+00,Active,{37436DD6-69ED-44A6-8946-7DA40B95E64F}
544933.8072,4804860.9644,4649,10746,1714,Pioneer Dr,Doon Village Rd,544933.8072096,4804860.96444638,-80.44515196,43.39527997,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:00+00,Active,{317855AA-867F-4C8F-89BA-21FE7C4ACBAF}
544802.6076,4809799.2293,4650,11916,2858,Franklin St N,Trafalgar Ave,544802.607581,4809799.22927685,-80.44636698,43.43975201,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:52+00,Active,{AA8E8376-92E8-4E63-A603-960A9AA4B971}
536141.2733,4816561.4258,4651,13853,3327,Weber St N,Randall Dr,536141.2733,4816561.4258,-80.55294434,43.5011074,Waterloo,2018/07/11 09:32:53+00,2019/01/08 14:41:37+00,Active,{F3280C6D-A521-4F5D-9398-559669546B9F}
537926.6701,4814110.9716,4657,10167,1162,Hazel St,Waterloo Collegiate Institute,537926.6701,4814110.97163416,-80.53103103,43.47895499,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:29:04+00,Active,{F7DBA4E0-4279-4656-84C5-9B56E340EF9E}
542058.8567,4809669.8673,4662,11774,2719,Courtland Ave E,Schneider's,542058.532,4809670.049,-80.480285,43.438748,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:27+00,Active,{125CB507-F55B-4280-84E7-427C304C3C91}
541786.4014,4810623.7115,4663,10921,1887,King St E,Cedar St,541786.40142517,4810623.71145589,-80.48357404,43.44735003,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:38+00,Active,{3B503401-4ED7-4B8C-B4CA-248C0A4E38DA}
541023.8976,4809656.7503,4665,13078,2820,Highland Rd E,Spadina Rd E,541023.89759711,4809656.7503298,-80.49306994,43.43868565,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:38:59+00,Active,{7788B3EC-0AAF-43A7-8EA2-6257E9905861}
540520.4592,4811252.2104,4666,13389,6009,Central Station,ION platform - Southbound,540520.472,4811252.36,-80.499172,43.45308,Kitchener,2015/01/26 09:55:55+00,2019/01/08 15:00:29+00,Active,{BDB00122-C72F-46D7-AC21-568E079B5D53}
542506.8903,4806218.2982,4673,10897,1864,Strasburg Rd,Bleams Rd,542506.89031639,4806218.29816502,-80.47501303,43.40764297,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:33+00,Active,{80311591-C397-445A-89CE-760233B9391E}
553260.7906,4804281.0025,4675,10423,1400,Concession Rd,1665 Concession Rd,553260.7906,4804281.00249596,-80.34239197,43.38951301,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:52+00,Active,{AAB5DA71-EA31-4EC0-82BC-8A4FCCB2C5DC}
544919.9872,4807910.6237,4676,11650,2595,Wilson Ave,Balfour Cres,544919.98717456,4807910.62369706,-80.44507196,43.42274,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:03+00,Active,{3A4180B2-52D5-4160-AD1C-6C8F2E3784C7}
554703.7227,4807402.5471,4677,10331,1317,Holiday Inn Dr,Baptist Seminary,554703.7227,4807402.54711458,-80.32426504,43.41751502,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:35+00,Active,{1CF5B268-30CE-42E5-BCF4-0CF8223CE5FD}
541491.8269,4810879.2194,4678,10000,1000,Frederick St,King St E,541491.8269,4810879.21944798,-80.48719502,43.44966701,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:42:39+00,Active,{3304BDEE-F8B7-4717-A0A3-C29D2CB347B3}
537261.8984,4815394.1305,4681,10182,1177,Albert St,Longwood Dr,537261.8984,4815394.1304509,-80.53916294,43.49054201,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:29:08+00,Active,{7368D106-B3A6-4D03-851D-67454C858A7A}
557132.2557,4809710.0574,4683,10251,1242,McMeeken Dr,Werstine Terr,557132.2557,4809710.05742753,-80.29402702,43.43811004,Cambridge,2014/04/04 18:40:35+00,2019/01/18 14:15:41+00,Active,{AB194E95-4535-4194-BCAB-424737B3FE00}
541893.898,4811872.9072,4684,13431,1923,Victoria St N,Lancaster St W,541893.787,4811872.729,-80.482151,43.45859,Kitchener,2015/02/06 14:36:42+00,2019/01/08 14:40:09+00,Active,{CBA0F48C-880C-41FE-9BB5-D221332C9593}
536425.8275,4814135.4467,4685,13019,3629,Hagey Blvd,Wes Graham Way,536425.82752338,4814135.44665235,-80.54958696,43.47924997,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:37:42+00,Active,{52DF8E0F-C53F-47E9-80BD-927F033E6BE1}
536221.0448,4808200.5889,4686,13552,3487,Ira Needles Blvd,Path to Westmeadow Dr,536211.166,4808200.643,-80.552512,43.425822,Kitchener,2015/07/16 09:02:58+00,2019/01/08 14:40:34+00,Active,{84E80CF1-E324-4BDD-BCC1-DD8A8F073AA5}
539301.0297,4810636.8588,4687,11749,2694,Belmont Ave W,Gage Ave,539301.02974175,4810636.85877979,-80.51428796,43.447603,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:22+00,Active,{1A4C7B6B-6EFA-442C-9595-F5FDBD4D18E5}
546281.1617,4809257.7895,4688,12758,3731,Fairway Rd N,River Rd E,546281.16167588,4809257.78948536,-80.42814305,43.434787,Kitchener,2014/04/04 18:40:35+00,2019/01/18 13:12:31+00,Active,{C8C1FF92-DA78-4C0B-BFE7-7955DB1DCCE5}
539797.0173,4809147.5519,4689,12362,3298,Queens Blvd,Hahn Pl,539797.01727615,4809147.5519239,-80.508267,43.43416699,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:36:22+00,Active,{8BF7F602-6C24-456F-923C-C0A5D43BA92B}
545145.5522,4809126.5962,4690,10904,1871,Weber St E,Fergus Ave,545145.55224528,4809126.59618937,-80.44218499,43.43367504,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:34+00,Active,{5FEAFC41-D8D5-4FD0-9CB9-EFCC2D61CA4D}
537918.3913,4814230.8672,4692,11577,2524,Columbia St W,Hazel St,537918.39130772,4814230.86722976,-80.53112504,43.48003495,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:33:50+00,Active,{DA2B39B7-AA21-4DF8-ACC6-834A250E3414}
542080.2503,4805686.3164,4693,10811,1779,McIntyre Dr,221 McIntyre Dr,542080.25033251,4805686.31644837,-80.48032303,43.40287703,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:14+00,Active,{2F701531-7419-490C-998C-8591867249D0}
556428.5719,4802577.1193,4696,11157,2110,Elgin St N,Galt Ave,556428.5718792,4802577.11931645,-80.30345797,43.37393997,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:32:23+00,Active,{25A7898D-FA78-46AA-BDB5-6F7A777B7694}
553358.4791,4805294.3362,4697,10445,1421,Langs Dr,Walter St,553358.4791,4805294.3362348,-80.34108704,43.39862999,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:56+00,Active,{95E06901-7704-4560-8135-1F0FC146757F}
555665.4602,4809569.726,4698,10321,1307,Guelph Ave,Fisher Mills Rd,555665.4602,4809569.72599158,-80.31216496,43.43695698,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:33+00,Active,{2F8E13C8-8538-4DF5-B72F-84843AB8FE7C}
557161.1987,4809580.6838,4699,10252,1243,McMeeken Dr,Kerwood Dr,557161.1987,4809580.68376116,-80.29368295,43.43694298,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:21+00,Active,{5F04C863-5346-4627-8609-310701675FB7}
543332.0355,4812169.1169,4702,10082,1077,Frederick St,Lois St,543332.0355,4812169.11689308,-80.46435,43.46117697,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:28:49+00,Active,{ACE3FBF9-0B50-4F27-8870-7A83CFDE101C}
555848.2211,4808170.4908,4704,10268,1258,Franklin Blvd,Thomas St,555848.2211,4808170.49080186,-80.31004995,43.424345,Cambridge,2014/04/04 18:40:35+00,2019/01/18 14:21:17+00,Active,{81F4CBE0-7A67-45A0-A225-0A5809E4A8A3}
542605.5518,4810121.5037,4707,10916,1883,King St E,Borden Ave,542605.55184339,4810121.50367883,-80.47349003,43.44278198,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:31:37+00,Active,{D6A9D2AA-9197-4566-9886-8256C56F52E9}
555832.5914,4807795.8635,4709,13343,2107,Franklin Blvd,Winston Blvd,555832.803,4807795.863,-80.310279,43.420973,Cambridge,2014/05/08 15:50:47+00,2019/01/08 14:39:48+00,Active,{1D8E714B-1BFE-41E7-8B2C-5DD852FA0D14}
545620.4387,4804690.3192,4710,12761,3746,Pioneer Dr,Bechtel Dr,545620.43866413,4804690.31918073,-80.43668798,43.39370203,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:38:06+00,Active,{C9A81CB0-33D2-4D86-BB11-1D3FCEF206E0}
554110.1785,4800316.5794,4711,11254,2206,Hillcrest Dr,Churchill Dr,554110.17854277,4800316.5794428,-80.33229704,43.35375699,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:32:43+00,Active,{EB48B01B-5EF8-40E6-A3FB-B7B94A920E51}
545184.0882,4807862.9762,4712,13404,6016,Fairway Station,ION platform - Southbound,545184.169,4807863.033,-80.441812,43.422296,Kitchener,2015/01/26 12:37:24+00,2019/01/08 15:00:29+00,Active,{A33696F3-8F68-484D-AB33-83691B2F0C59}
538427.3379,4808847.8683,4713,12948,3891,Fischer-Hallman Rd,Highland Rd,538427.33793262,4808847.86827737,-80.52521131,43.43154013,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:38:52+00,Active,{775B15EC-1CC2-4AD6-BB71-67C929915E95}
541653.0496,4804131.373,4714,12813,3737,Parkvale Dr,Woodbine Ave,541653.04963122,4804131.37295261,-80.48571703,43.38890002,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:38:04+00,Active,{9DCF9219-1BCE-4CDD-BD59-6E0DDFCCB432}
543846.1098,4812741.2708,4715,13440,1935,Victoria St N,Frederick St,543845.977,4812740.921,-80.457951,43.466296,Kitchener,2015/02/12 12:27:16+00,2019/01/08 14:40:11+00,Active,{1CFC1451-5F50-456B-910A-CD99CF4D47A0}
536803.1727,4816855.2695,4716,13847,3321,Randall Dr,Kumpf Dr,536803.1727,4816855.2695,-80.54473724,43.50372086,Waterloo,2018/07/11 09:14:38+00,2019/01/08 14:41:36+00,Active,{4F76F7F4-1A72-4FCE-B672-C329C8253E63}
536520.8196,4821257.547,4717,12756,3729,Sawmill Rd,Arthur St S,536520.81964967,4821257.54696942,-80.547934,43.54337274,Woolwich,2014/04/04 18:40:35+00,2019/01/08 14:38:20+00,Active,{D371E25E-E393-41A0-BB3A-CF0D7C4C399F}
536472.3093,4811822.5274,4719,12992,3151,Keats Way,Amos Ave,536472.30934767,4811822.52744037,-80.54916703,43.45842202,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:35:50+00,Active,{AC86218F-9C9C-4538-8F8C-942A72CD877A}
557462.4192,4803790.3318,4720,13273,1355,Burnett Ave,Benn Dr,557462.499,4803790.411,-80.290569,43.384786,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:39:43+00,Active,{DCC7AE19-160B-48A1-BDB7-7E2EDBDDC0DC}
553381.8973,4804227.4234,4723,10474,1447,Fairview Rd,Grand Valley Dr,553381.8973,4804227.42340182,-80.34090199,43.38902198,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:01+00,Active,{FE62B53B-ECD6-472F-9862-7C90851CFFE0}
544800.876,4809842.5405,4727,11681,2626,Franklin St N,Trafalgar Ave,544800.8759537,4809842.54046098,-80.44638482,43.44014208,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:09+00,Active,{FC09474A-30C9-4A6E-9668-A22EFEB72434}
544837.1742,4809590.6617,4729,11917,2859,Franklin St N,Shuh Ave,544837.17416029,4809590.66173017,-80.44595699,43.437872,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:34:52+00,Active,{5BA54ECE-F8F1-40E9-90A1-F17C7F3CD299}
541500.9578,4809562.6698,4730,11972,2914,Mill St,Stirling Ave S,541501.5,4809562.8,-80.4871,43.4378,Kitchener,2014/04/04 18:40:35+00,2019/01/08 15:33:12+00,Active,{F8621A9A-B463-4604-A5F7-8EA37FD76CCF}
557684.493,4807157.7704,4731,13125,3989,Pinebush Rd,Thompson Dr,557684.49303805,4807157.77041893,-80.28747325,43.41508763,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:39:06+00,Active,{4122330E-E4C2-40A2-81F7-F676E04CD7E6}
550371.1417,4805260.2832,4733,10605,1577,Preston Pky,Linden Dr,550371.14167595,4805260.28316621,-80.377978,43.39852997,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:28+00,Active,{EC382388-D880-441C-BB8D-159C29DF2C72}
533635.5245,4812527.444,4734,12521,3454,Erbsville Rd,Columbia Forest Blvd,533635.52451788,4812527.44395664,-80.58418799,43.46490204,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:36:59+00,Active,{75B3D7D8-6D1F-4245-BEE4-42880431C932}
538991.5879,4805947.0834,4735,12053,2994,David Bergey Dr,Activa Ave,538991.58794285,4805947.08337001,-80.518447,43.40539198,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:18+00,Active,{953F5C89-D752-459E-AE79-62D1EE0C53D1}
538875.9977,4806642.7618,4736,12021,2963,Ottawa St S,Path to Watercress Crt,538875.99769751,4806642.76176668,-80.51982503,43.41166196,Kitchener,2014/04/04 18:40:35+00,2019/01/08 15:36:52+00,Active,{61EA50A6-4734-4B68-B529-981545B2F8D3}
538835.4931,4818098.8361,4737,12770,3755,Northfield Dr E,Toman Dr,538835.4931,4818098.8361,-80.51950905,43.51481504,Waterloo,2014/04/04 18:40:35+00,2023/01/05 16:31:43+00,Active,{20BA49BF-31DB-4F22-8178-2AA9B84E0C74}
542185.3071,4809204.8203,4738,13804,1434,Ottawa St S,Mill St,542185.307,4809205.032,-80.478754,43.434554,Kitchener,2017/08/24 13:26:30+00,2019/01/08 14:41:23+00,Active,{F97C0E3B-6307-4661-9549-9A0B965BC4CC}
554516.9447,4805812.772,4739,13836,1486,Hespeler Rd,580 Hespeler Rd,554516.614,4805812.441,-80.326735,43.403212,Cambridge,2017/10/18 15:43:55+00,2019/01/08 14:41:29+00,Active,{DDD8659F-47AD-4DC4-9A16-F89E8546F333}
535201.419,4827060.7918,4741,12853,3821,Snyder Ave S,Woolwich Memorial Centre,535201.419,4827060.7918,-80.56388863,43.59568816,Woolwich,2014/04/04 18:40:35+00,2019/02/11 14:19:29+00,Active,{B9217F4D-3AF6-4C82-8E2A-3C3A3196DE6C}
539601.1455,4815851.7373,4742,12700,3677,Lexington Rd,Dunvegan Dr,539601.14549075,4815851.73730635,-80.51019998,43.49454204,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:37:52+00,Active,{22516808-87E3-4276-9648-193447371209}
556570.4829,4800149.5734,4744,11319,2270,Christopher Dr,South St,556570.48285954,4800149.57343639,-80.30195704,43.35207203,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:32:56+00,Active,{4B43D0B7-6D6C-4A03-8ADF-CFEB81D145BE}
541300.3476,4811617.8411,4749,13678,1023,Victoria St N,Margaret Ave,541300.493,4811617.906,-80.489504,43.456329,Kitchener,2016/05/24 12:01:35+00,2019/01/08 14:40:59+00,Active,{9D27ADBA-9B76-43CB-87C5-3410BB2A4D4D}
553978.2038,4804156.1979,4750,10478,1451,Dunbar Rd,Eastdowns Dr,553978.2038,4804156.19789957,-80.333547,43.38833801,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:30:02+00,Active,{92CA4B7F-E333-49BD-ABEE-202883C29E59}
556059.0674,4806156.6407,4752,10353,1336,Sheldon Dr,Franklin Blvd,556059.0674,4806156.64071522,-80.30765195,43.40619701,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:29:39+00,Active,{78EB46D5-A54D-4F48-8B47-6B3BE17637B7}
536669.2253,4813608.02,4756,12946,3899,Columbia St W,North Campus Rd,536669.22527877,4813608.02003492,-80.54661289,43.4744891,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:38:51+00,Active,{F84561C9-EC64-4933-83A0-C4B125D6F69C}
535456.9738,4811548.4532,4758,12531,3463,Keats Way,Sandford Fleming Dr,535456.97380197,4811548.45322738,-80.56173502,43.45600301,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:37:01+00,Active,{4556EEE1-7A2A-4892-AF74-DF770DAEF4AF}
539602.1432,4809034.9049,4759,12412,3348,Queens Blvd,Westmount Rd E,539602.1432379,4809034.90485288,-80.51068296,43.43316303,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:36:33+00,Active,{31C5F661-C376-4969-8DB0-4662A32637F7}
541576.7014,4811048.9349,4760,12645,3575,Frederick St,Weber St E,541576.70135888,4811048.93490289,-80.48613314,43.45119043,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:37:30+00,Active,{F93CFACB-D026-457D-8979-02742AFB987C}
534572.1295,4813631.2203,4761,13073,3949,Laurelwood Dr,Fischer-Hallman Rd,534572.12954618,4813631.22033718,-80.57253968,43.47479786,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:38:58+00,Active,{B32E802F-F504-49BC-B9EB-F7BF82A07F87}
536074.8273,4820946.9874,4763,12860,3829,King St N,Front St,536074.816,4820946.954,-80.553475,43.540598,Woolwich,2014/04/04 18:40:35+00,2019/01/08 14:38:22+00,Active,{799F2A85-DB30-4FFC-948E-E9D8C78CA40A}
556358.6883,4799694.776,4767,11324,2275,Glenview Ave,McDonald Ave,556358.68834879,4799694.77600909,-80.30461701,43.34799301,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:32:57+00,Active,{C8C30713-6C21-48B3-ACC6-076F13087F9F}
549610.6893,4807254.4842,4768,13052,3939,Maple Grove Rd,Cherry Blossom Rd,549610.6892956,4807254.48415617,-80.38718713,43.41653631,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:38:43+00,Active,{3CB4182A-4D75-4523-B841-2CF4A47FFA9C}
549120.5059,4806524.7549,4770,13406,6107,Sportsworld Station,Stop 6107,549120.526,4806525.228,-80.393307,43.410002,Kitchener,2015/01/26 12:57:48+00,2019/01/08 14:40:04+00,Active,{52EA3617-2F65-4604-B3B5-D1573F9721FA}
546876.8233,4811246.2142,4772,13488,2018,Zeller Dr,Susan Cres,546876.93,4811246.494,-80.420611,43.452656,Kitchener,2015/07/13 14:38:52+00,2019/01/08 14:40:27+00,Active,{A548329E-365A-4930-A746-4709FC2271BB}
525315.1619,4805420.1687,4773,13648,7008,Waterloo Oxford District Secondary School,Snyder's Rd W,525314.866,4805420.181,-80.687378,43.401234,Wilmot,2016/04/18 14:44:29+00,2019/01/08 14:40:53+00,Active,{4D4C9DA0-4248-4E24-B5D4-3605FC14B991}
554855.1081,4801449.8688,4775,11248,2200,Blair Rd,91 Blair Rd,554855.10811647,4801449.86876504,-80.32299201,43.36390698,Cambridge,2014/04/04 18:40:35+00,2019/01/08 14:32:42+00,Active,{8FD43C51-037A-45B5-A0AA-9B9A5E798BF1}
540946.8096,4807823.7014,4776,11960,2902,Elmsdale Dr,Ottawa St S,540946.80955895,4807823.70138984,-80.49415995,43.42218498,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:35:01+00,Active,{63C93339-8965-4000-8186-C234CB9DC301}
534923.1296,4811727.2468,4777,11013,1976,Keats Way,Leighland Dr,534923.1295964,4811727.24683445,-80.56832195,43.45763799,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:31:56+00,Active,{7E2418AC-2989-487A-AB82-CF47F097F28D}
526786.2053,4805689.6453,4779,13647,7007,Snyder's Rd W,Foundry St,526785.856,4805689.779,-80.6692,43.403611,Wilmot,2016/04/18 14:31:14+00,2019/01/08 14:40:53+00,Active,{91FC7DBF-05DF-445A-8CCF-82024E7B2F5D}
536386.4041,4810727.1104,4780,12226,3165,Fischer-Hallman Rd S,Thorndale Dr,536386.4041418,4810727.11040933,-80.55030196,43.44856296,Waterloo,2014/04/04 18:40:35+00,2019/01/08 14:35:53+00,Active,{A29E68C7-DA35-47EF-933D-A3A0E15258BD}
546533.4021,4808301.7241,4782,10591,1563,King St E,3227 King St E,546533.4020529,4808301.7240897,-80.42510797,43.426163,Kitchener,2014/04/04 18:40:35+00,2019/01/08 14:30:27+00,Active,{DE28B251-1597-4EA5-B05B-42CE9F0B254F}
